SalesDate,StockDate,SalesID,CustID,VehicleID,TerritoryID,SalesAmt,PaymentID,LoanID
01-01-2022,21-08-2021,SO220101,16899,1013,2,112000,P101,
01-01-2022,18-11-2021,SO220102,11020,937,11,55000,P102,LDB1002
01-01-2022,19-09-2021,SO220103,13570,948,8,147000,P103,LDB1003
01-01-2022,03-10-2021,SO220104,15377,1006,7,97570,P104,
01-01-2022,06-07-2021,SO220105,16543,851,11,50114,P105,
01-01-2022,12-07-2021,SO220106,14568,954,7,79000,P106,
01-01-2022,25-11-2021,SO220107,11475,973,6,82000,P107,LDB1007
01-01-2022,22-08-2021,SO220108,12888,990,5,86590,P108,
01-01-2022,01-09-2021,SO220109,17988,881,10,162445,P109,LDB1009
01-01-2022,06-08-2021,SO220110,11713,859,4,310000,P110,
01-01-2022,18-08-2021,SO220111,12538,913,9,89000,P111,
01-01-2022,02-11-2021,SO220112,14017,962,12,130000,P112,LDB1012
01-01-2022,22-10-2021,SO220113,12234,855,8,180000,P113,LDB1013
01-01-2022,10-07-2021,SO220114,16218,983,13,69470,P114,LDB1014
01-01-2022,21-08-2021,SO220115,13696,1008,11,99520,P115,
01-01-2022,04-11-2021,SO220116,12865,972,10,79000,P116,LDB1016
01-01-2022,28-09-2021,SO220117,15068,960,4,112000,P117,LDB1017
01-01-2022,24-07-2021,SO220118,14206,951,13,79000,P118,
01-01-2022,02-10-2021,SO220119,14193,929,9,67412,P119,
01-01-2022,22-08-2021,SO220120,11890,962,5,130000,P120,
01-01-2022,23-08-2021,SO220121,16371,931,4,192000,P121,
01-01-2022,06-08-2021,SO220122,14613,982,9,63840,P122,LDB1022
02-01-2022,25-07-2021,SO220123,16248,929,2,67412,P123,LDB1023
02-01-2022,07-11-2021,SO220124,13980,872,9,53696,P124,LDB1024
02-01-2022,13-07-2021,SO220125,14319,927,9,70450,P125,
02-01-2022,06-09-2021,SO220126,15455,1007,3,96470,P126,
02-01-2022,23-07-2021,SO220127,12446,965,5,117000,P127,LDB1027
02-01-2022,15-09-2021,SO220128,15785,1011,11,84750,P128,
02-01-2022,03-11-2021,SO220129,14564,945,12,54000,P129,
02-01-2022,10-10-2021,SO220130,15300,903,10,125000,P130,
02-01-2022,27-09-2021,SO220131,16671,872,6,53696,P131,
02-01-2022,14-08-2021,SO220132,12169,959,3,74000,P132,LDB1032
02-01-2022,06-08-2021,SO220133,12907,850,11,49164,P133,
02-01-2022,23-11-2021,SO220134,12260,931,5,192000,P134,LDB1034
02-01-2022,09-08-2021,SO220135,12598,932,8,184570,P135,
02-01-2022,19-09-2021,SO220136,12561,892,8,10077,P136,LDB1036
02-01-2022,07-08-2021,SO220137,12967,911,6,75000,P137,LDB1037
02-01-2022,12-07-2021,SO220138,12076,915,9,74000,P138,LDB1038
02-01-2022,15-10-2021,SO220139,15749,886,11,62190,P139,LDB1039
02-01-2022,24-11-2021,SO220140,12197,890,3,74120,P140,LDB1040
02-01-2022,16-09-2021,SO220141,15218,849,4,44304,P141,LDB1041
02-01-2022,03-10-2021,SO220142,13446,863,10,200000,P142,LDB1042
02-01-2022,24-09-2021,SO220143,17483,919,12,100000,P143,LDB1043
02-01-2022,23-11-2021,SO220144,17461,936,4,192340,P144,LDB1044
02-01-2022,05-07-2021,SO220145,13652,978,3,70520,P145,
02-01-2022,04-08-2021,SO220146,11314,966,7,127000,P146,
02-01-2022,14-11-2021,SO220147,14713,1013,2,112000,P147,LDB1047
02-01-2022,14-11-2021,SO220148,15427,956,8,119000,P148,LDB1048
03-01-2022,15-10-2021,SO220149,11602,959,1,74000,P149,
03-01-2022,30-11-2021,SO220150,16654,962,8,130000,P150,LDB1050
03-01-2022,12-07-2021,SO220151,16086,988,8,45000,P151,
03-01-2022,14-07-2021,SO220152,17509,999,6,94000,P152,
03-01-2022,10-07-2021,SO220153,12650,935,10,197840,P153,LDB1053
